user_id,credit_limit,avg_repayment_time,transaction_success_rate,response_speed,discount_hit_rate,commission_acceptance_rate,user_rating,default_count,record_timestamp
IND10010,195677,25.34,0.9147,106.52,0.7479,0.9081,3,0,2024-07-29 09:56:00
IND10011,113532,36.39,0.9024,145.79,0.6687,0.8133,5,1,2024-07-01 09:04:00
IND10011,114620,21.45,0.8711,61.15,0.5738,0.8257,3,1,2024-07-02 08:21:00
IND10011,106010,39.13,0.9884,145.05,0.5606,0.9755,1,0,2024-07-03 18:27:00
IND10011,108950,9.12,0.8779,252.87,0.4491,0.7934,3,0,2024-07-07 18:40:00
IND10011,107917,41.21,0.8709,39.23,0.392,0.9178,2,0,2024-07-09 09:56:00
IND10011,111498,20.24,0.9605,280.97,0.8942,0.8353,3,0,2024-07-10 17:13:00
IND10011,108182,18.31,0.9616,69.62,0.7908,0.8811,3,0,2024-07-17 15:16:00
IND10011,114007,5.67,0.9995,155.64,0.6465,0.7201,4,0,2024-07-18 19:27:00
IND10011,110231,11.46,0.8819,159.4,0.9317,0.8377,2,0,2024-07-21 12:10:00
IND10011,112621,26.3,0.9545,277.52,0.7304,0.7458,1,0,2024-07-24 16:09:00
IND10012,179662,8.71,0.9574,201.09,0.2203,0.7666,2,0,2024-07-02 12:23:00
IND10012,185098,21.49,0.9287,137.82,0.5006,0.8679,5,0,2024-07-02 21:23:00
IND10012,185624,16.38,0.8613,228.44,0.4042,0.9692,5,0,2024-07-18 10:27:00
IND10012,181751,44.52,0.9405,243.99,0.922,0.9833,2,0,2024-07-22 09:22:00
IND10012,183060,39.69,0.9464,214.14,0.883,0.8874,5,0,2024-07-24 10:59:00
IND10012,184439,20.28,0.8534,87.92,0.6062,0.89,2,0,2024-07-24 22:21:00
IND10012,185485,29.74,0.9133,48.36,0.8754,0.9074,4,0,2024-07-26 18:55:00
IND10012,181017,17.61,0.8551,250.89,0.4589,0.9322,2,0,2024-07-28 10:51:00
IND10012,188127,6.48,0.97,61.78,0.6896,0.7715,1,0,2024-07-29 13:13:00
IND10012,186691,11.44,0.9962,236.13,0.2857,0.8697,2,1,2024-07-29 14:01:00
IND10012,184613,14.61,0.9845,13.77,0.2641,0.7624,5,0,2024-07-29 21:26:00
IND10013,78252,38.52,0.8875,151.93,0.3659,0.9963,1,1,2024-07-04 17:27:00
IND10013,79115,5.73,0.9937,229.93,0.6792,0.9277,3,0,2024-07-06 17:16:00
IND10013,76608,23.42,0.8601,127.52,0.5731,0.9161,3,0,2024-07-06 20:44:00
IND10013,78812,41.37,0.9582,187.02,0.912,0.819,2,1,2024-07-08 08:42:00
IND10013,79779,26.65,0.9757,127.27,0.7782,0.8266,4,0,2024-07-08 11:52:00
IND10013,77800,17.52,0.8637,276.02,0.3026,0.9851,5,0,2024-07-11 08:07:00
IND10013,77074,33.74,0.8624,184.91,0.384,0.8168,4,0,2024-07-12 12:52:00
IND10013,78612,11.24,0.8547,86.06,0.6463,0.7154,2,0,2024-07-13 13:17:00
IND10013,80263,27.73,0.919,32.02,0.2583,0.7007,5,1,2024-07-13 18:53:00
IND10013,71474,7.89,0.985,263.43,0.6481,0.8802,1,0,2024-07-13 21:02:00
IND10013,77255,16.37,0.9656,40.91,0.2564,0.9185,1,0,2024-07-25 12:22:00
IND10014,56919,19.39,0.9359,243.15,0.6038,0.8985,4,0,2024-07-01 16:59:00
IND10014,58331,19.27,0.9757,76.87,0.823,0.7361,5,0,2024-07-05 11:26:00
IND10014,56202,29.72,0.9475,115.76,0.6205,0.8443,2,1,2024-07-09 08:45:00
IND10014,61537,41.14,0.8568,41.75,0.4937,0.7373,5,1,2024-07-10 18:26:00
IND10014,56451,5.01,0.8514,25.28,0.2664,0.7113,2,0,2024-07-12 14:04:00
IND10014,61771,27.31,0.9973,266.42,0.6506,0.9711,3,1,2024-07-13 19:18:00
IND10014,60648,43.76,0.9916,147.52,0.8465,0.9534,1,0,2024-07-13 22:36:00
IND10014,57447,44.97,0.9334,147.23,0.4346,0.7362,3,0,2024-07-14 17:32:00
IND10014,52912,39.57,0.9976,232.8,0.5133,0.8264,3,0,2024-07-20 13:42:00
IND10014,61325,28.48,0.8849,17.08,0.8526,0.7064,5,1,2024-07-22 19:47:00
IND10014,53465,11.48,0.878,236.08,0.4626,0.7174,4,2,2024-07-22 19:57:00
IND10014,56401,6.75,0.9032,93.3,0.4222,0.7701,1,0,2024-07-24 22:19:00
IND10015,168367,2.05,0.9334,229.42,0.394,0.7579,3,0,2024-07-03 21:48:00
IND10015,169814,14.18,0.8528,135.35,0.8301,0.8176,2,0,2024-07-05 08:02:00
IND10015,173548,22.5,0.8567,257.14,0.2266,0.7987,3,1,2024-07-07 14:50:00
IND10015,173356,5.27,0.9777,153.59,0.5604,0.8777,4,1,2024-07-15 15:43:00
IND10015,170552,26.33,0.8901,264.8,0.7981,0.8975,2,1,2024-07-17 15:50:00
IND10015,174157,13.19,0.9273,152.44,0.9473,0.9692,5,0,2024-07-19 12:25:00
IND10015,173544,12.86,0.8508,211.76,0.2366,0.8598,5,1,2024-07-20 18:20:00
IND10015,166073,16.36,0.8858,279.73,0.2794,0.9097,2,0,2024-07-22 09:18:00
IND10015,174251,44.19,0.9448,85.34,0.6755,0.862,2,0,2024-07-22 12:14:00
IND10015,164925,39.49,0.8544,249.49,0.2967,0.8005,5,0,2024-07-22 18:39:00
IND10015,169245,11.62,0.9305,181.95,0.6351,0.7274,5,1,2024-07-27 08:19:00
IND10016,174339,8.85,0.8806,36.44,0.3152,0.8361,4,0,2024-07-02 16:15:00
IND10016,177543,34.24,0.8695,229.9,0.2184,0.7066,5,0,2024-07-07 19:44:00
IND10016,179831,4.76,0.9373,88.01,0.7982,0.7931,5,0,2024-07-11 20:57:00
IND10016,179074,28.93,0.8697,19.43,0.8906,0.885,1,0,2024-07-15 10:51:00
IND10016,180805,22.36,0.8587,31.66,0.8393,0.997,1,0,2024-07-15 14:56:00
IND10016,182377,22.15,0.9916,39.64,0.8407,0.8581,4,1,2024-07-16 14:15:00
IND10016,177816,35.92,0.8761,233.55,0.9105,0.7499,4,0,2024-07-20 21:49:00
IND10016,174555,5.54,0.9521,199.81,0.4049,0.9853,2,0,2024-07-21 19:00:00
IND10016,175956,2.05,0.9397,186.12,0.3857,0.8675,4,0,2024-07-22 16:35:00
IND10016,173720,42.58,0.913,195.17,0.4982,0.7823,1,1,2024-07-25 14:14:00
IND10016,173665,11.89,0.882,19.03,0.6888,0.8106,2,1,2024-07-26 19:33:00
IND10017,122261,3.88,0.8743,16.05,0.6899,0.7997,2,0,2024-07-05 11:24:00
IND10017,117492,21.45,0.9465,162.66,0.7487,0.7245,3,0,2024-07-08 12:21:00
IND10017,118426,3.72,0.9801,177.82,0.529,0.9176,4,0,2024-07-14 08:13:00
IND10017,124476,43.31,0.9124,255.41,0.6716,0.9206,4,0,2024-07-14 13:34:00
IND10017,119514,35.53,0.8559,149.35,0.2787,0.7726,5,1,2024-07-14 21:58:00
IND10017,120860,35.69,0.9418,150.48,0.6956,0.8659,3,0,2024-07-15 09:45:00
IND10017,123839,5.78,0.9026,19.63,0.2589,0.8191,4,0,2024-07-15 12:48:00
IND10017,126254,22.74,0.8816,110.34,0.7819,0.9824,5,0,2024-07-15 22:10:00
IND10017,118105,3.36,0.9904,25.07,0.606,0.9127,5,1,2024-07-16 18:15:00
IND10017,126745,29.96,0.8799,207.27,0.2541,0.7092,2,0,2024-07-23 11:04:00
IND10017,124485,10.64,0.954,248.22,0.2309,0.9011,2,1,2024-07-27 18:17:00
IND10017,125936,31.26,0.9093,292.66,0.7414,0.8971,5,0,2024-07-27 19:57:00
IND10017,119031,39.49,0.8829,293.0,0.4527,0.7546,3,0,2024-07-29 16:05:00
IND10018,65223,24.43,0.9014,164.35,0.2943,0.7398,5,0,2024-07-01 22:25:00
IND10018,60231,27.5,0.9369,202.16,0.2714,0.8956,3,0,2024-07-10 20:24:00
IND10018,67716,18.03,0.9269,129.78,0.2518,0.8311,5,0,2024-07-13 15:00:00
IND10018,64637,17.34,0.93,236.72,0.729,0.8339,4,1,2024-07-16 08:24:00
IND10018,64861,12.69,0.9426,214.97,0.3253,0.7503,2,0,2024-07-16 11:17:00
IND10018,66804,13.1,0.9485,104.31,0.7801,0.7393,4,1,2024-07-18 19:47:00
IND10018,60554,10.68,0.951,291.27,0.2704,0.9018,5,0,2024-07-19 18:01:00
IND10018,59859,6.81,0.8905,26.56,0.5984,0.981,3,0,2024-07-22 18:51:00
IND10018,64847,11.66,0.877,35.68,0.2775,0.8754,4,0,2024-07-24 10:53:00
IND10018,62051,40.0,0.9163,105.96,0.5366,0.9008,5,0,2024-07-26 17:57:00
IND10018,59114,29.16,0.96,48.15,0.7369,0.9727,1,0,2024-07-28 22:48:00
IND10018,68218,36.1,0.9483,297.72,0.4129,0.8077,4,0,2024-07-29 20:37:00
IND10018,67052,44.43,0.9948,11.43,0.9139,0.8917,4,1,2024-07-30 10:39:00
IND10019,191157,39.36,0.9356,18.81,0.8982,0.9069,2,0,2024-07-02 12:24:00
IND10019,193162,9.62,0.9539,253.05,0.9085,0.905,4,0,2024-07-05 21:29:00
IND10019,186576,30.68,0.9366,111.09,0.3195,0.8815,3,0,2024-07-07 15:20:00
IND10019,190462,9.24,0.9464,230.21,0.5753,0.8627,3,1,2024-07-08 18:04:00
IND10019,185642,31.91,0.9083,140.12,0.3782,0.812,1,0,2024-07-24 16:03:00
IND10019,184629,6.68,0.8723,162.72,0.3846,0.843,1,0,2024-07-25 08:15:00
IND10019,186625,16.06,0.9501,244.28,0.7717,0.9393,3,0,2024-07-25 21:26:00
IND10019,191300,44.71,0.9629,36.24,0.4165,0.7327,3,0,2024-07-25 22:24:00
IND10019,188897,34.12,0.9573,161.16,0.8168,0.8293,2,1,2024-07-27 08:39:00
IND10019,188902,18.15,0.8945,198.23,0.4463,0.8891,3,0,2024-07-27 09:30:00
IND10020,55610,40.02,0.8842,71.49,0.6582,0.8233,3,1,2024-07-04 17:01:00
IND10020,64048,11.97,0.9086,182.4,0.5726,0.9963,2,0,2024-07-04 19:49:00
IND10020,61246,30.15,0.907,67.17,0.5594,0.7584,2,0,2024-07-05 15:42:00
IND10020,61310,6.11,0.9436,141.01,0.64,0.7504,4,0,2024-07-13 19:12:00
IND10020,55273,13.04,0.8927,99.11,0.8023,0.8617,1,0,2024-07-19 11:29:00
IND10020,59125,25.94,0.8883,97.6,0.749,0.9554,3,0,2024-07-19 18:58:00
IND10020,55559,22.33,0.9303,61.75,0.4342,0.7691,1,0,2024-07-19 19:53:00
IND10020,61362,9.94,0.8943,240.09,0.3389,0.9753,5,0,2024-07-20 19:45:00
IND10020,59849,32.86,0.91,293.25,0.8174,0.8567,3,0,2024-07-25 13:10:00
IND10020,56108,37.08,0.906,162.68,0.2842,0.7008,1,0,2024-07-25 21:10:00
IND10020,64079,20.41,0.9576,210.81,0.9434,0.7385,3,0,2024-07-28 18:38:00
IND10021,164358,26.18,0.9936,60.84,0.7175,0.7603,4,0,2024-07-04 14:23:00
IND10021,169169,11.75,0.9032,30.13,0.5893,0.7203,5,0,2024-07-14 18:23:00
IND10021,167307,29.53,0.8907,181.92,0.7101,0.7692,1,0,2024-07-17 18:21:00
IND10021,163982,24.4,0.9435,35.85,0.7665,0.7383,3,1,2024-07-20 20:58:00
IND10021,166190,20.18,0.9733,10.36,0.4256,0.9944,4,0,2024-07-23 10:27:00
IND10021,163933,7.15,0.9961,15.81,0.7529,0.9306,2,0,2024-07-24 16:41:00
IND10021,166482,4.71,0.8676,75.93,0.4563,0.8143,5,0,2024-07-25 15:29:00
IND10021,164822,26.87,0.8911,33.03,0.2642,0.9683,5,0,2024-07-26 08:22:00
IND10021,166193,15.14,0.9095,139.69,0.6504,0.8547,4,1,2024-07-27 19:37:00
IND10021,172230,30.79,0.9991,201.93,0.6183,0.9192,1,0,2024-07-28 14:52:00
IND10022,155957,35.66,0.8898,61.55,0.7187,0.8854,5,0,2024-07-01 16:12:00
IND10022,156180,37.0,0.9423,98.81,0.6679,0.8581,1,0,2024-07-08 19:26:00
IND10022,158138,36.65,0.9685,98.36,0.2607,0.8209,1,0,2024-07-09 22:28:00
IND10022,154858,27.91,0.9047,122.07,0.6233,0.7575,3,0,2024-07-11 12:56:00
IND10022,158476,7.25,0.9391,281.57,0.8571,0.7833,2,1,2024-07-16 11:22:00
IND10022,156281,17.8,0.8602,17.49,0.3014,0.9889,1,0,2024-07-16 21:20:00
IND10022,160209,40.12,0.9175,66.44,0.4758,0.8242,4,1,2024-07-18 20:15:00
IND10022,154225,2.47,0.9124,149.59,0.2144,0.7779,4,0,2024-07-21 19:31:00
IND10022,154768,28.07,0.8709,270.5,0.822,0.7953,5,1,2024-07-22 14:21:00
IND10022,157034,44.78,0.8587,211.56,0.9378,0.7718,5,0,2024-07-23 22:17:00
IND10022,154734,11.62,0.9936,176.18,0.8995,0.8725,2,0,2024-07-25 15:36:00
IND10022,155944,38.61,0.8813,279.87,0.2873,0.9452,3,0,2024-07-28 11:53:00
IND10023,127304,25.02,0.8823,13.52,0.3809,0.9928,1,0,2024-07-03 12:14:00
IND10023,128380,24.03,0.952,22.09,0.2636,0.9149,2,0,2024-07-04 19:12:00
IND10023,129896,6.53,0.8553,157.49,0.4907,0.8386,3,3,2024-07-04 19:34:00
IND10023,130051,9.49,0.8648,201.49,0.7733,0.7795,2,0,2024-07-07 11:47:00
IND10023,122072,40.49,0.9455,188.04,0.25,0.8555,4,0,2024-07-09 12:16:00
IND10023,127808,43.62,0.8943,233.07,0.6685,0.8146,4,0,2024-07-09 19:37:00
IND10023,130011,3.88,0.8666,183.57,0.2713,0.8128,2,0,2024-07-10 08:45:00
IND10023,130140,22.4,0.8671,150.94,0.8902,0.8562,2,0,2024-07-10 11:23:00
IND10023,124928,12.95,0.9761,21.14,0.8763,0.8384,5,0,2024-07-11 13:44:00
IND10023,124790,18.87,0.9934,48.61,0.2766,0.8976,5,1,2024-07-12 14:47:00
IND10023,129258,7.47,0.9797,80.61,0.6888,0.9432,5,0,2024-07-12 15:35:00
IND10023,123124,28.45,0.9662,196.73,0.5977,0.7126,5,1,2024-07-20 12:06:00
IND10023,125565,3.83,0.9057,87.1,0.6846,0.8498,4,0,2024-07-23 11:19:00
IND10024,123066,34.52,0.9763,146.39,0.5765,0.7374,3,0,2024-07-03 11:07:00
IND10024,120733,33.33,0.9665,200.29,0.3331,0.8635,4,2,2024-07-04 21:00:00
IND10024,123411,2.22,0.9641,20.24,0.7593,0.7607,2,1,2024-07-05 20:36:00
IND10024,122893,41.92,0.9514,153.85,0.2095,0.9977,2,0,2024-07-09 08:03:00
IND10024,123969,6.64,0.9528,36.64,0.9238,0.8465,5,0,2024-07-10 15:30:00
IND10024,125773,39.04,0.977,276.49,0.3892,0.9265,5,0,2024-07-10 19:08:00
IND10024,123822,5.31,0.8588,106.93,0.7887,0.9123,4,0,2024-07-10 21:37:00
IND10024,129084,19.78,0.9637,225.59,0.659,0.7318,4,0,2024-07-11 10:03:00
IND10024,126427,33.24,0.9988,38.76,0.5011,0.94,1,0,2024-07-13 15:04:00
IND10024,124863,11.69,0.9554,25.31,0.5649,0.8798,5,0,2024-07-13 15:58:00
IND10024,123513,33.92,0.9723,188.34,0.7159,0.8126,5,0,2024-07-21 18:03:00
IND10024,125683,33.05,0.9829,181.98,0.4936,0.8238,5,0,2024-07-25 14:38:00
IND10024,126323,9.8,0.9082,126.67,0.8557,0.853,5,0,2024-07-26 17:14:00
IND10024,126358,26.82,0.9816,135.8,0.3206,0.8674,3,0,2024-07-28 15:07:00
IND10025,160250,41.97,0.9674,26.28,0.8395,0.7677,5,0,2024-07-03 10:00:00
IND10025,165887,13.25,0.887,272.81,0.3872,0.7816,4,0,2024-07-03 18:14:00
IND10025,165021,17.58,0.9002,17.6,0.2181,0.9495,1,0,2024-07-06 11:11:00
IND10025,163792,23.35,0.9155,221.56,0.7741,0.7477,4,0,2024-07-10 08:14:00
IND10025,164257,25.58,0.8692,265.82,0.4951,0.9484,2,0,2024-07-14 09:34:00
IND10025,164329,10.0,0.9704,142.87,0.5622,0.74,4,0,2024-07-15 19:38:00
IND10025,164953,18.06,0.8684,223.3,0.3769,0.8114,3,0,2024-07-19 17:03:00
IND10025,162615,33.43,0.9972,84.39,0.6906,0.7594,2,0,2024-07-21 10:58:00
IND10025,158340,31.49,0.9987,226.69,0.755,0.9851,2,0,2024-07-21 11:16:00
IND10025,157204,7.99,0.9299,129.22,0.4605,0.97,5,0,2024-07-22 20:59:00
IND10025,160613,19.15,0.9884,146.9,0.2101,0.7848,3,0,2024-07-23 12:44:00
IND10025,164997,33.63,0.9998,280.6,0.6819,0.8264,5,0,2024-07-24 09:48:00
IND10025,166163,38.33,0.8902,55.35,0.8398,0.714,3,0,2024-07-26 20:40:00
IND10026,41884,43.8,0.9413,111.36,0.2856,0.7454,2,0,2024-07-03 08:10:00
IND10026,40174,43.47,0.8806,161.77,0.4154,0.9379,1,0,2024-07-08 18:53:00
IND10026,41857,35.84,0.8668,113.23,0.9335,0.9382,4,0,2024-07-09 16:34:00
