user_id,amount,timestamp,merchant_category,city,device_type,payment_method,is_fraud,hour_of_day,day_of_week,transaction_date,device_code,payment_code,city_code,merchant_code
IND10005,23703.39,2024-07-24 18:00:00,Travel Agency,Hyderabad,Desktop,Credit Card,0,18,2,2024-07-24,1,1,4,5
IND10005,41574.82,2024-08-01 01:15:00,Grocery Store,Mumbai,Tablet,UPI,0,1,3,2024-08-01,2,0,0,0
IND10005,7554.09,2024-07-20 23:00:00,Grocery Store,Delhi,Mobile,Debit Card,0,23,5,2024-07-20,0,2,1,0
IND10005,31577.09,2024-07-23 00:00:00,Electronics,Bengaluru,Mobile,Debit Card,1,0,1,2024-07-23,0,2,2,1
IND10005,14596.43,2024-08-08 05:00:00,Travel Agency,Chennai,Tablet,Credit Card,0,5,3,2024-08-08,2,1,3,5
IND10005,20360.21,2024-07-25 14:00:00,Clothing,Bengaluru,Desktop,Credit Card,0,14,3,2024-07-25,1,1,2,6
IND10005,17215.06,2024-08-03 17:30:00,Department Store,Bengaluru,Desktop,UPI,0,17,5,2024-08-03,1,0,2,4
IND10005,23926.06,2024-07-30 14:30:00,Clothing,Chennai,Tablet,UPI,0,14,1,2024-07-30,2,0,3,6
IND10006,16499.67,2024-08-02 01:15:00,Restaurant,Chennai,Tablet,Debit Card,0,1,4,2024-08-02,2,2,3,2
IND10006,34483.09,2024-07-27 06:00:00,Electronics,Bengaluru,Desktop,UPI,0,6,5,2024-07-27,1,0,2,1
IND10006,15358.48,2024-07-22 22:45:00,Restaurant,Bengaluru,Desktop,Credit Card,0,22,0,2024-07-22,1,1,2,2
IND10006,35547.59,2024-07-28 06:00:00,Restaurant,Chennai,Desktop,Credit Card,0,6,6,2024-07-28,1,1,3,2
IND10006,8462.92,2024-08-10 21:30:00,Pharmacy,Delhi,Desktop,Credit Card,0,21,5,2024-08-10,1,1,1,7
IND10006,49362.56,2024-07-18 22:15:00,Pharmacy,Delhi,Mobile,UPI,0,22,3,2024-07-18,0,0,1,7
IND10006,31009.7,2024-07-29 20:00:00,Restaurant,Bengaluru,Desktop,Debit Card,0,20,0,2024-07-29,1,2,2,2
IND10006,45792.01,2024-07-18 02:45:00,Clothing,Delhi,Tablet,UPI,0,2,3,2024-07-18,2,0,1,6
IND10006,37075.71,2024-08-01 09:30:00,Travel Agency,Delhi,Tablet,Debit Card,1,9,3,2024-08-01,2,2,1,5
IND10006,49422.75,2024-07-27 03:15:00,Jewelry,Mumbai,Mobile,UPI,1,3,5,2024-07-27,0,0,0,3
IND10006,37788.44,2024-07-26 02:15:00,Restaurant,Bengaluru,Mobile,Credit Card,0,2,4,2024-07-26,0,1,2,2
IND10006,36762.47,2024-07-26 12:00:00,Restaurant,Delhi,Tablet,Credit Card,0,12,4,2024-07-26,2,1,1,2
IND10006,30448.37,2024-07-15 11:00:00,Travel Agency,Chennai,Tablet,UPI,0,11,0,2024-07-15,2,0,3,5
IND10006,28650.86,2024-08-09 04:00:00,Pharmacy,Mumbai,Mobile,UPI,0,4,4,2024-08-09,0,0,0,7
IND10007,1497.4,2024-07-27 08:15:00,Travel Agency,Bengaluru,Mobile,Debit Card,0,8,5,2024-07-27,0,2,2,5
IND10007,31869.35,2024-08-08 17:15:00,Grocery Store,Mumbai,Desktop,Debit Card,0,17,3,2024-08-08,1,2,0,0
IND10007,37128.62,2024-08-04 13:15:00,Grocery Store,Chennai,Desktop,Debit Card,0,13,6,2024-08-04,1,2,3,0
IND10007,16380.42,2024-07-26 09:30:00,Restaurant,Delhi,Mobile,UPI,0,9,4,2024-07-26,0,0,1,2
IND10007,39299.89,2024-08-09 08:30:00,Department Store,Hyderabad,Desktop,Debit Card,0,8,4,2024-08-09,1,2,4,4
IND10007,40335.29,2024-08-07 01:00:00,Travel Agency,Mumbai,Mobile,Credit Card,0,1,2,2024-08-07,0,1,0,5
IND10007,40128.88,2024-08-08 10:30:00,Clothing,Mumbai,Mobile,Debit Card,0,10,3,2024-08-08,0,2,0,6
IND10007,5015.37,2024-08-04 10:45:00,Electronics,Bengaluru,Mobile,Credit Card,0,10,6,2024-08-04,0,1,2,1
IND10007,48704.6,2024-08-11 00:45:00,Pharmacy,Bengaluru,Tablet,Credit Card,0,0,6,2024-08-11,2,1,2,7
IND10007,45378.3,2024-08-11 23:45:00,Electronics,Hyderabad,Tablet,UPI,1,23,6,2024-08-11,2,0,4,1
IND10007,5109.27,2024-07-22 14:30:00,Clothing,Bengaluru,Tablet,Debit Card,0,14,0,2024-07-22,2,2,2,6
IND10007,24891.91,2024-07-31 07:30:00,Jewelry,Delhi,Tablet,UPI,0,7,2,2024-07-31,2,0,1,3
IND10007,6147.89,2024-08-05 22:15:00,Jewelry,Chennai,Tablet,Debit Card,0,22,0,2024-08-05,2,2,3,3
IND10008,27299.61,2024-07-23 04:15:00,Travel Agency,Hyderabad,Mobile,Credit Card,1,4,1,2024-07-23,0,1,4,5
IND10008,22778.4,2024-08-11 07:15:00,Department Store,Hyderabad,Tablet,Credit Card,0,7,6,2024-08-11,2,1,4,4
IND10008,1591.17,2024-08-07 11:30:00,Department Store,Chennai,Tablet,Credit Card,0,11,2,2024-08-07,2,1,3,4
IND10008,29494.55,2024-07-31 19:15:00,Electronics,Bengaluru,Desktop,Credit Card,1,19,2,2024-07-31,1,1,2,1
IND10008,31315.53,2024-07-23 02:00:00,Pharmacy,Mumbai,Mobile,Debit Card,0,2,1,2024-07-23,0,2,0,7
IND10008,31044.96,2024-07-30 22:00:00,Electronics,Hyderabad,Desktop,Debit Card,0,22,1,2024-07-30,1,2,4,1
IND10008,6989.85,2024-07-15 08:30:00,Grocery Store,Mumbai,Mobile,UPI,0,8,0,2024-07-15,0,0,0,0
IND10008,10984.42,2024-07-29 00:15:00,Department Store,Mumbai,Tablet,Credit Card,0,0,0,2024-07-29,2,1,0,4
IND10008,14904.88,2024-08-07 21:00:00,Clothing,Hyderabad,Desktop,UPI,0,21,2,2024-08-07,1,0,4,6
IND10008,589.78,2024-07-15 15:45:00,Clothing,Hyderabad,Mobile,UPI,0,15,0,2024-07-15,0,0,4,6
IND10008,7633.21,2024-07-18 07:15:00,Pharmacy,Bengaluru,Tablet,UPI,0,7,3,2024-07-18,2,0,2,7
IND10008,38536.46,2024-07-26 22:45:00,Electronics,Hyderabad,Tablet,Credit Card,1,22,4,2024-07-26,2,1,4,1
IND10008,8968.34,2024-07-25 01:15:00,Department Store,Mumbai,Mobile,Credit Card,0,1,3,2024-07-25,0,1,0,4
IND10008,3075.66,2024-07-23 21:15:00,Grocery Store,Delhi,Mobile,Debit Card,0,21,1,2024-07-23,0,2,1,0
IND10009,40331.34,2024-07-24 13:00:00,Travel Agency,Bengaluru,Tablet,Debit Card,0,13,2,2024-07-24,2,2,2,5
IND10009,33989.55,2024-07-27 00:30:00,Electronics,Hyderabad,Mobile,Credit Card,1,0,5,2024-07-27,0,1,4,1
IND10009,29843.81,2024-08-03 07:30:00,Clothing,Bengaluru,Desktop,Debit Card,0,7,5,2024-08-03,1,2,2,6
IND10009,39536.31,2024-07-17 10:00:00,Clothing,Bengaluru,Tablet,UPI,0,10,2,2024-07-17,2,0,2,6
IND10009,21400.96,2024-07-17 20:45:00,Travel Agency,Chennai,Tablet,UPI,1,20,2,2024-07-17,2,0,3,5
IND10009,45899.14,2024-07-17 19:00:00,Travel Agency,Bengaluru,Desktop,UPI,0,19,2,2024-07-17,1,0,2,5
IND10009,13509.99,2024-07-15 22:45:00,Clothing,Bengaluru,Desktop,UPI,0,22,0,2024-07-15,1,0,2,6
IND10009,22391.88,2024-07-18 23:00:00,Travel Agency,Mumbai,Tablet,UPI,1,23,3,2024-07-18,2,0,0,5
IND10009,22573.49,2024-07-18 15:15:00,Electronics,Delhi,Desktop,Credit Card,0,15,3,2024-07-18,1,1,1,1
IND10009,19875.97,2024-07-24 11:45:00,Travel Agency,Delhi,Mobile,UPI,0,11,2,2024-07-24,0,0,1,5
IND10009,41094.11,2024-07-29 07:00:00,Pharmacy,Bengaluru,Tablet,UPI,0,7,0,2024-07-29,2,0,2,7
IND10010,49572.53,2024-07-22 23:15:00,Restaurant,Chennai,Mobile,UPI,0,23,0,2024-07-22,0,0,3,2
IND10010,4616.34,2024-07-16 11:15:00,Travel Agency,Chennai,Mobile,Credit Card,0,11,1,2024-07-16,0,1,3,5
IND10010,49383.85,2024-08-13 20:45:00,Electronics,Delhi,Desktop,Credit Card,0,20,1,2024-08-13,1,1,1,1
IND10010,38228.09,2024-08-05 00:30:00,Department Store,Delhi,Tablet,Debit Card,0,0,0,2024-08-05,2,2,1,4
IND10010,31192.41,2024-07-21 07:30:00,Jewelry,Delhi,Desktop,Debit Card,0,7,6,2024-07-21,1,2,1,3
IND10010,28390.12,2024-07-17 06:15:00,Pharmacy,Delhi,Tablet,UPI,0,6,2,2024-07-17,2,0,1,7
IND10010,35213.15,2024-08-13 10:30:00,Pharmacy,Mumbai,Mobile,UPI,0,10,1,2024-08-13,0,0,0,7
IND10010,3682.41,2024-07-29 06:30:00,Electronics,Bengaluru,Desktop,Credit Card,0,6,0,2024-07-29,1,1,2,1
IND10010,37174.51,2024-07-31 19:15:00,Grocery Store,Mumbai,Desktop,Debit Card,0,19,2,2024-07-31,1,2,0,0
IND10010,20807.89,2024-08-01 12:15:00,Jewelry,Bengaluru,Tablet,UPI,1,12,3,2024-08-01,2,0,2,3
IND10011,49624.88,2024-07-30 04:30:00,Jewelry,Chennai,Tablet,Credit Card,0,4,1,2024-07-30,2,1,3,3
IND10011,3333.05,2024-07-17 23:45:00,Electronics,Bengaluru,Tablet,Debit Card,0,23,2,2024-07-17,2,2,2,1
IND10011,49627.12,2024-07-16 15:30:00,Clothing,Chennai,Tablet,Credit Card,0,15,1,2024-07-16,2,1,3,6
IND10011,9756.58,2024-07-22 20:45:00,Travel Agency,Mumbai,Desktop,UPI,0,20,0,2024-07-22,1,0,0,5
IND10011,45183.45,2024-07-27 17:00:00,Restaurant,Mumbai,Tablet,Debit Card,0,17,5,2024-07-27,2,2,0,2
IND10011,9076.08,2024-08-12 14:30:00,Jewelry,Chennai,Mobile,Debit Card,0,14,0,2024-08-12,0,2,3,3
IND10011,24634.59,2024-08-07 09:30:00,Pharmacy,Chennai,Desktop,UPI,0,9,2,2024-08-07,1,0,3,7
IND10011,39620.23,2024-07-23 08:15:00,Jewelry,Hyderabad,Desktop,Debit Card,0,8,1,2024-07-23,1,2,4,3
IND10011,12646.93,2024-07-26 09:45:00,Jewelry,Chennai,Desktop,UPI,0,9,4,2024-07-26,1,0,3,3
IND10011,43018.08,2024-08-03 16:00:00,Pharmacy,Hyderabad,Mobile,UPI,0,16,5,2024-08-03,0,0,4,7
IND10011,32763.37,2024-08-12 11:00:00,Department Store,Chennai,Mobile,Credit Card,0,11,0,2024-08-12,0,1,3,4
IND10012,26048.74,2024-08-02 08:45:00,Clothing,Hyderabad,Mobile,Credit Card,0,8,4,2024-08-02,0,1,4,6
IND10012,44110.35,2024-08-10 16:00:00,Clothing,Delhi,Mobile,Credit Card,0,16,5,2024-08-10,0,1,1,6
IND10012,36260.89,2024-07-27 15:15:00,Pharmacy,Delhi,Mobile,Credit Card,0,15,5,2024-07-27,0,1,1,7
IND10012,39336.72,2024-07-24 01:30:00,Electronics,Chennai,Desktop,Debit Card,1,1,2,2024-07-24,1,2,3,1
IND10012,35236.07,2024-07-28 05:15:00,Grocery Store,Chennai,Tablet,Debit Card,1,5,6,2024-07-28,2,2,3,0
IND10012,10289.38,2024-08-09 04:15:00,Travel Agency,Chennai,Tablet,UPI,0,4,4,2024-08-09,2,0,3,5
IND10012,14857.96,2024-08-08 14:45:00,Pharmacy,Delhi,Desktop,Debit Card,0,14,3,2024-08-08,1,2,1,7
IND10012,29457.57,2024-08-02 06:15:00,Restaurant,Chennai,Tablet,Credit Card,0,6,4,2024-08-02,2,1,3,2
IND10012,2192.42,2024-08-10 19:45:00,Grocery Store,Chennai,Tablet,Credit Card,0,19,5,2024-08-10,2,1,3,0
IND10012,15652.28,2024-08-12 12:15:00,Restaurant,Mumbai,Mobile,Credit Card,0,12,0,2024-08-12,0,1,0,2
IND10013,39361.45,2024-07-22 01:30:00,Pharmacy,Chennai,Mobile,Debit Card,0,1,0,2024-07-22,0,2,3,7
IND10013,35699.5,2024-07-28 08:15:00,Grocery Store,Hyderabad,Desktop,Debit Card,0,8,6,2024-07-28,1,2,4,0
IND10013,29809.9,2024-08-08 15:30:00,Restaurant,Bengaluru,Desktop,UPI,0,15,3,2024-08-08,1,0,2,2
IND10013,31299.68,2024-08-11 15:30:00,Clothing,Hyderabad,Desktop,Debit Card,0,15,6,2024-08-11,1,2,4,6
IND10013,8454.57,2024-07-26 07:15:00,Grocery Store,Hyderabad,Desktop,Debit Card,0,7,4,2024-07-26,1,2,4,0
IND10013,38063.6,2024-08-13 17:00:00,Department Store,Hyderabad,Tablet,Credit Card,0,17,1,2024-08-13,2,1,4,4
IND10013,40006.33,2024-08-12 20:30:00,Jewelry,Delhi,Desktop,UPI,0,20,0,2024-08-12,1,0,1,3
IND10013,35503.58,2024-08-11 08:15:00,Clothing,Mumbai,Tablet,Debit Card,0,8,6,2024-08-11,2,2,0,6
IND10013,33519.95,2024-07-16 11:15:00,Jewelry,Hyderabad,Desktop,Debit Card,1,11,1,2024-07-16,1,2,4,3
IND10013,18986.96,2024-08-07 12:00:00,Jewelry,Bengaluru,Desktop,Credit Card,1,12,2,2024-08-07,1,1,2,3
IND10013,6981.73,2024-08-11 12:30:00,Clothing,Chennai,Tablet,UPI,0,12,6,2024-08-11,2,0,3,6
IND10013,33074.68,2024-07-31 23:15:00,Clothing,Hyderabad,Desktop,UPI,0,23,2,2024-07-31,1,0,4,6
IND10014,48959.55,2024-07-17 03:30:00,Grocery Store,Bengaluru,Tablet,UPI,0,3,2,2024-07-17,2,0,2,0
IND10014,35339.19,2024-08-09 01:15:00,Pharmacy,Chennai,Desktop,Debit Card,0,1,4,2024-08-09,1,2,3,7
IND10014,17039.7,2024-07-17 11:00:00,Department Store,Mumbai,Tablet,Credit Card,0,11,2,2024-07-17,2,1,0,4
IND10014,10103.48,2024-08-08 06:30:00,Electronics,Bengaluru,Tablet,Credit Card,0,6,3,2024-08-08,2,1,2,1
IND10014,509.02,2024-07-29 18:15:00,Restaurant,Chennai,Desktop,UPI,0,18,0,2024-07-29,1,0,3,2
IND10014,10744.86,2024-07-29 02:30:00,Department Store,Bengaluru,Tablet,Credit Card,0,2,0,2024-07-29,2,1,2,4
IND10014,46050.07,2024-08-09 02:30:00,Department Store,Bengaluru,Desktop,Debit Card,0,2,4,2024-08-09,1,2,2,4
IND10014,38405.11,2024-08-10 06:15:00,Restaurant,Delhi,Mobile,Credit Card,0,6,5,2024-08-10,0,1,1,2
IND10014,45077.42,2024-08-04 06:15:00,Jewelry,Delhi,Desktop,Credit Card,0,6,6,2024-08-04,1,1,1,3
IND10014,20793.29,2024-07-27 07:30:00,Grocery Store,Delhi,Desktop,UPI,0,7,5,2024-07-27,1,0,1,0
IND10014,22860.44,2024-07-26 12:45:00,Clothing,Hyderabad,Desktop,Credit Card,0,12,4,2024-07-26,1,1,4,6
IND10014,7987.85,2024-07-20 12:00:00,Electronics,Delhi,Tablet,Credit Card,0,12,5,2024-07-20,2,1,1,1
IND10014,12162.94,2024-07-27 14:30:00,Jewelry,Chennai,Desktop,Debit Card,0,14,5,2024-07-27,1,2,3,3
IND10015,23183.83,2024-08-13 02:15:00,Restaurant,Mumbai,Tablet,Credit Card,0,2,1,2024-08-13,2,1,0,2
IND10015,38799.08,2024-07-24 09:30:00,Department Store,Hyderabad,Desktop,Credit Card,0,9,2,2024-07-24,1,1,4,4
IND10015,25680.62,2024-07-28 02:15:00,Travel Agency,Chennai,Desktop,Credit Card,1,2,6,2024-07-28,1,1,3,5
IND10015,2579.07,2024-07-30 04:45:00,Restaurant,Mumbai,Desktop,UPI,0,4,1,2024-07-30,1,0,0,2
IND10015,13275.49,2024-08-07 21:15:00,Clothing,Mumbai,Tablet,UPI,0,21,2,2024-08-07,2,0,0,6
IND10015,945.71,2024-07-25 16:45:00,Department Store,Chennai,Tablet,Debit Card,0,16,3,2024-07-25,2,2,3,4
IND10015,48088.01,2024-07-20 01:15:00,Restaurant,Delhi,Tablet,Debit Card,0,1,5,2024-07-20,2,2,1,2
IND10015,29317.47,2024-08-06 21:15:00,Grocery Store,Chennai,Tablet,UPI,0,21,1,2024-08-06,2,0,3,0
IND10015,23314.15,2024-07-23 17:30:00,Travel Agency,Mumbai,Desktop,Debit Card,0,17,1,2024-07-23,1,2,0,5
IND10015,27442.05,2024-07-31 13:30:00,Clothing,Chennai,Mobile,Credit Card,0,13,2,2024-07-31,0,1,3,6
IND10015,27481.89,2024-07-26 08:00:00,Travel Agency,Chennai,Tablet,UPI,1,8,4,2024-07-26,2,0,3,5
IND10016,22510.48,2024-07-24 19:30:00,Jewelry,Delhi,Desktop,Credit Card,1,19,2,2024-07-24,1,1,1,3
IND10016,30265.12,2024-07-23 13:00:00,Electronics,Hyderabad,Mobile,Credit Card,0,13,1,2024-07-23,0,1,4,1
IND10016,44683.87,2024-07-29 16:30:00,Clothing,Mumbai,Mobile,Debit Card,0,16,0,2024-07-29,0,2,0,6
IND10016,2703.41,2024-07-21 21:30:00,Restaurant,Hyderabad,Mobile,Credit Card,0,21,6,2024-07-21,0,1,4,2
IND10016,28788.51,2024-08-02 16:45:00,Clothing,Delhi,Tablet,UPI,0,16,4,2024-08-02,2,0,1,6
IND10016,33832.01,2024-07-31 03:45:00,Pharmacy,Delhi,Mobile,Credit Card,0,3,2,2024-07-31,0,1,1,7
IND10016,45471.22,2024-07-22 21:45:00,Restaurant,Hyderabad,Tablet,Debit Card,0,21,0,2024-07-22,2,2,4,2
IND10016,12380.83,2024-07-20 20:15:00,Jewelry,Hyderabad,Tablet,Debit Card,0,20,5,2024-07-20,2,2,4,3
IND10016,44537.52,2024-08-03 05:00:00,Clothing,Mumbai,Tablet,Debit Card,0,5,5,2024-08-03,2,2,0,6
IND10016,47114.46,2024-08-02 21:15:00,Department Store,Hyderabad,Desktop,Credit Card,0,21,4,2024-08-02,1,1,4,4
IND10017,39208.56,2024-08-09 18:00:00,Clothing,Bengaluru,Mobile,UPI,0,18,4,2024-08-09,0,0,2,6
IND10017,2790.05,2024-08-02 04:45:00,Jewelry,Hyderabad,Tablet,UPI,0,4,4,2024-08-02,2,0,4,3
IND10017,35843.17,2024-08-03 02:15:00,Grocery Store,Mumbai,Tablet,Credit Card,0,2,5,2024-08-03,2,1,0,0
IND10017,36199.67,2024-07-22 06:00:00,Jewelry,Chennai,Desktop,UPI,1,6,0,2024-07-22,1,0,3,3
IND10017,26579.94,2024-08-07 14:30:00,Jewelry,Delhi,Desktop,UPI,1,14,2,2024-08-07,1,0,1,3
IND10017,713.85,2024-07-29 16:30:00,Restaurant,Delhi,Mobile,Debit Card,0,16,0,2024-07-29,0,2,1,2
IND10017,40231.5,2024-08-01 10:30:00,Department Store,Delhi,Desktop,Credit Card,0,10,3,2024-08-01,1,1,1,4
IND10017,35390.23,2024-08-04 06:45:00,Grocery Store,Bengaluru,Tablet,Debit Card,0,6,6,2024-08-04,2,2,2,0
IND10017,29607.77,2024-08-09 03:00:00,Travel Agency,Chennai,Tablet,Debit Card,1,3,4,2024-08-09,2,2,3,5
IND10017,39117.81,2024-07-19 13:30:00,Restaurant,Hyderabad,Mobile,UPI,0,13,4,2024-07-19,0,0,4,2
IND10017,3485.86,2024-07-18 16:30:00,Clothing,Hyderabad,Desktop,UPI,0,16,3,2024-07-18,1,0,4,6
IND10017,11646.95,2024-07-25 09:00:00,Electronics,Delhi,Desktop,UPI,0,9,3,2024-07-25,1,0,1,1
IND10018,13117.99,2024-07-21 08:00:00,Grocery Store,Bengaluru,Tablet,Credit Card,0,8,6,2024-07-21,2,1,2,0
IND10018,36123.6,2024-07-30 02:30:00,Department Store,Mumbai,Tablet,UPI,0,2,1,2024-07-30,2,0,0,4
IND10018,32724.61,2024-07-27 18:30:00,Travel Agency,Hyderabad,Desktop,Credit Card,1,18,5,2024-07-27,1,1,4,5
IND10018,16295.73,2024-07-21 04:30:00,Grocery Store,Bengaluru,Mobile,Debit Card,0,4,6,2024-07-21,0,2,2,0
IND10018,25970.58,2024-08-04 09:00:00,Restaurant,Chennai,Desktop,Debit Card,0,9,6,2024-08-04,1,2,3,2
IND10018,45049.28,2024-07-20 13:30:00,Electronics,Mumbai,Mobile,UPI,1,13,5,2024-07-20,0,0,0,1
IND10018,34190.76,2024-08-02 07:15:00,Electronics,Mumbai,Mobile,UPI,1,7,4,2024-08-02,0,0,0,1
